489,1,1
536,3,2
219,1,3
524,2,4
616,5,5
851,5,6
473,1,7
766,3,8
895,4,9
37,2,10
338,4,11
481,2,12
567,2,13
532,2,14
760,1,15
877,3,16
482,4,17
18,3,18
839,2,19
358,5,20
482,3,21
42,2,22
187,2,23
930,4,24
660,3,25
972,2,26
274,1,27
229,2,28
970,5,29
264,1,30
627,4,31
914,5,32
404,1,33
211,2,34
342,5,35
160,1,36
470,1,37
812,1,38
416,2,39
600,3,40
145,5,41
229,1,42
245,5,43
348,4,44
715,4,45
3,1,46
852,4,47
142,3,48
536,5,49
482,2,50
671,3,51
800,5,52
272,4,53
97,3,54
982,5,55
513,4,56
566,5,57
583,1,58
114,3,59
308,1,60
928,1,61
865,4,62
392,1,63
804,5,64
275,5,65
69,5,66
210,3,67
559,2,68
425,1,69
394,4,70
283,2,71
296,2,72
708,3,73
311,4,74
827,4,75
965,3,76
730,3,77
574,1,78
758,1,79
730,3,80
783,2,81
673,2,82
279,1,83
456,4,84
912,5,85
603,4,86
996,2,87
69,3,88
970,3,89
538,4,90
260,3,91
884,3,92
615,3,93
162,4,94
566,1,95
635,5,96
61,5,97
235,1,98
290,2,99
254,5,100
170,2,101
2,5,102
450,2,103
927,2,104
653,1,105
450,1,106
630,3,107
111,3,108
810,4,109
413,3,110
911,4,111
112,3,112
104,5,113
314,4,114
968,3,115
410,5,116
298,5,117
746,5,118
828,4,119
487,2,120
839,4,121
677,1,122
940,4,123
205,4,124
241,3,125
957,4,126
804,2,127
141,2,128
796,4,129
110,3,130
515,1,131
886,2,132
211,3,133
69,2,134
210,2,135
165,3,136
548,4,137
476,5,138
103,5,139
516,4,140
353,2,141
796,2,142
19,3,143
565,1,144
16,2,145
624,3,146
341,2,147
394,3,148
977,3,149
461,1,150
555,5,151
444,4,152
379,5,153
930,4,154
796,1,155
572,2,156
221,3,157
610,5,158
51,1,159
963,3,160
158,4,161
6,4,162
542,5,163
882,2,164
944,5,165
475,2,166
252,2,167
856,4,168
412,4,169
509,1,170
375,1,171
360,2,172
638,4,173
598,1,174
116,5,175
98,1,176
994,1,177
999,3,178
109,3,179
480,2,180
703,2,181
890,5,182
783,4,183
245,3,184
435,1,185
459,4,186
666,5,187
725,1,188
445,4,189
58,2,190
464,4,191
202,5,192
71,2,193
351,5,194
958,3,195
873,2,196
604,2,197
484,4,198
10,4,199
649,3,200
672,4,201
591,1,202
84,3,203
614,1,204
562,3,205
483,2,206
916,2,207
730,5,208
154,4,209
248,3,210
95,1,211
951,3,212
632,2,213
428,5,214
459,1,215
989,3,216
837,3,217
888,5,218
29,4,219
417,4,220
244,1,221
322,3,222
383,1,223
234,4,224
981,2,225
929,4,226
156,2,227
118,3,228
865,3,229
15,2,230
682,1,231
138,5,232
411,4,233
685,2,234
659,5,235
407,3,236
978,1,237
830,4,238
343,5,239
248,5,240
945,5,241
173,5,242
138,1,243
919,1,244
235,5,245
861,2,246
514,4,247
625,3,248
998,4,249
539,5,250
742,3,251
863,3,252
844,3,253
554,4,254
667,3,255
399,1,256
415,2,257
556,5,258
443,2,259
517,1,260
95,1,261
377,5,262
278,1,263
50,5,264
1,4,265
423,1,266
400,1,267
613,3,268
606,5,269
923,3,270
70,3,271
708,3,272
307,4,273
225,5,274
476,4,275
238,5,276
202,5,277
790,1,278
681,1,279
596,5,280
132,3,281
425,4,282
732,3,283
514,3,284
156,4,285
162,5,286
781,1,287
330,2,288
119,2,289
974,1,290
936,4,291
740,5,292
296,2,293
965,2,294
514,5,295
678,3,296
931,1,297
861,2,298
656,2,299
392,2,300
609,5,301
878,1,302
759,5,303
483,5,304
938,2,305
404,4,306
95,2,307
238,1,308
936,2,309
221,5,310
493,3,311
955,4,312
188,2,313
127,4,314
113,5,315
666,5,316
150,5,317
714,1,318
765,4,319
236,3,320
585,3,321
770,2,322
80,1,323
494,2,324
938,4,325
66,2,326
773,3,327
212,2,328
465,3,329
913,3,330
302,5,331
187,4,332
782,1,333
462,5,334
225,5,335
971,4,336
142,1,337
276,1,338
294,2,339
111,5,340
962,1,341
759,3,342
260,3,343
633,4,344
14,4,345
605,3,346
84,4,347
363,1,348
478,5,349
668,2,350
829,5,351
900,4,352
349,4,353
422,5,354
999,2,355
969,4,356
690,5,357
85,3,358
971,4,359
654,4,360
338,3,361
543,2,362
906,5,363
53,4,364
598,3,365
59,1,366
498,3,367
48,5,368
605,3,369
357,5,370
535,2,371
42,1,372
517,1,373
386,2,374
693,4,375
119,2,376
495,4,377
686,2,378
591,5,379
702,3,380
791,1,381
398,4,382
417,5,383
118,5,384
122,4,385
100,2,386
216,5,387
1,4,388
694,2,389
295,5,390
714,3,391
101,1,392
470,4,393
179,3,394
255,1,395
806,1,396
822,3,397
894,5,398
755,5,399
377,3,400
606,4,401
89,4,402
688,2,403
350,4,404
826,3,405
429,1,406
448,2,407
204,1,408
189,5,409
256,4,410
20,2,411
818,2,412
934,3,413
444,3,414
562,2,415
646,1,416
200,1,417
18,1,418
926,5,419
693,5,420
290,4,421
102,3,422
864,4,423
793,2,424
138,4,425
451,1,426
607,2,427
607,3,428
832,2,429
210,2,430
353,3,431
421,3,432
298,5,433
758,3,434
728,3,435
664,3,436
21,3,437
346,4,438
740,3,439
825,3,440
677,1,441
559,1,442
637,1,443
519,4,444
446,1,445
357,1,446
628,1,447
150,3,448
833,3,449
312,2,450
544,3,451
910,5,452
414,4,453
786,1,454
253,1,455
475,1,456
71,3,457
725,5,458
679,2,459
517,5,460
315,4,461
887,4,462
959,5,463
87,3,464
972,2,465
724,5,466
164,2,467
707,2,468
637,5,469
459,2,470
924,4,471
458,4,472
773,3,473
