1610,1,5
1407,2,4
241,3,2
823,4,2
1679,5,7
1210,6,1
1239,7,3
1743,8,2
900,9,10
1988,10,9
1128,11,1
722,12,7
423,13,8
1985,14,5
138,15,1
387,16,2
581,17,6
1054,18,8
559,19,9
1286,20,9
91,21,4
1560,22,5
748,23,4
544,24,1
1119,25,7
925,26,5
1268,27,7
955,28,3
582,29,4
830,30,7
465,31,4
393,32,5
313,33,3
316,34,6
200,35,9
1124,36,3
1682,37,4
1720,38,4
916,39,9
1451,40,2
751,41,5
217,42,7
1639,43,5
1048,44,1
601,45,3
763,46,3
1256,47,9
1390,48,5
1013,49,4
455,50,7
750,51,5
625,52,1
148,53,8
827,54,5
1790,55,4
1379,56,1
1345,57,6
778,58,6
1839,59,1
472,60,1
795,61,6
805,62,6
129,63,10
1477,64,1
411,65,9
1797,66,3
1733,67,4
1129,68,8
1401,69,10
933,70,7
1188,71,6
1887,72,1
1262,73,4
1392,74,4
582,75,6
1853,76,3
453,77,4
328,78,9
440,79,9
275,80,10
1118,81,9
809,82,9
92,83,2
1275,84,8
994,85,2
808,86,6
1418,87,7
765,88,1
360,89,10
882,90,10
55,91,3
1231,92,7
64,93,9
1481,94,8
484,95,5
1431,96,2
722,97,5
1315,98,8
1833,99,1
1517,100,3
249,101,2
1099,102,7
1149,103,4
381,104,5
1117,105,8
1605,106,8
1054,107,3
1026,108,7
1140,109,8
1013,110,2
1009,111,8
1648,112,8
1288,113,10
1393,114,7
1294,115,8
836,116,5
1395,117,5
707,118,10
231,119,5
1727,120,8
536,121,8
902,122,7
236,123,8
299,124,5
798,125,4
162,126,9
1165,127,1
1898,128,10
645,129,3
1811,130,8
1027,131,8
1377,132,6
532,133,6
1240,134,1
826,135,6
260,136,3
1423,137,10
1766,138,10
934,139,1
438,140,9
517,141,1
1350,142,6
1006,143,2
1260,144,8
1953,145,1
17,146,3
1338,147,7
774,148,4
1136,149,6
1890,150,8
833,151,9
1068,152,6
1853,153,7
16,154,3
1400,155,2
70,156,6
1233,157,3
1000,158,3
433,159,6
396,160,2
1856,161,9
1949,162,8
316,163,5
745,164,5
947,165,9
1239,166,1
454,167,9
685,168,4
512,169,4
1830,170,3
774,171,1
1142,172,2
